"datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count","sources"
"1/3/2011 20:00",1,0,1,1,8.2,11.365,"47",7.0015,3,49,52,"www.bing.com"
"1/3/2011 21:00",1,0,1,1,7.38,9.85,"64",8.9981,3,49,52,"www.google.co.uk"
"1/3/2011 22:00",1,0,1,1,5.74,7.575,"69",8.9981,0,20,20,"facebook page"
"1/3/2011 23:00",1,0,1,1,7.38,10.605,"55",7.0015,1,11,12,"direct"
"1/4/2011 0:00",1,0,1,1,6.56,9.09,"55",7.0015,0,5,5,"direct"
"1/4/2011 1:00",1,0,1,1,6.56,9.09,"59",7.0015,0,2,2,NA
"1/4/2011 2:00",1,0,1,1,5.74,7.575,"63",8.9981,0,1,1,"AD campaign"
"1/4/2011 4:00",1,0,1,1,5.74,9.09,"63",6.0032,0,2,2,"www.yahoo.com"
"1/4/2011 5:00",1,0,1,1,4.92,7.575,"68",7.0015,0,4,4,"ad campaign"
"1/4/2011 6:00",1,0,1,1,4.92,7.575,"74",7.0015,0,36,36,"facebook page"
"1/4/2011 7:00",1,0,1,1,4.92,7.575,"74",8.9981,2,92,94,"ad campaign"
"1/4/2011 8:00",1,0,1,1,5.74,7.575,"69",11.0014,2,177,179,"www.bing.com"
"1/4/2011 9:00",1,0,1,1,6.56,7.575,"64",15.0013,2,98,100,"www.bing.com"
"1/4/2011 10:00",1,0,1,2,6.56,6.82,"69",22.0028,5,37,42,"direct"
"1/4/2011 11:00",1,0,1,1,9.02,10.605,"51",19.9995,7,50,57,"www.google.co.uk"
"1/4/2011 12:00",1,0,1,1,9.02,11.365,"51",11.0014,12,66,78,"direct"
"1/4/2011 13:00",1,0,1,1,9.84,11.365,"56",12.998,18,79,97,"direct"
"1/4/2011 14:00",1,0,1,1,10.66,12.88,"52",15.0013,9,54,63,"www.google.co.uk"
"1/4/2011 15:00",1,0,1,1,11.48,13.635,"52",16.9979,17,48,65,NA
"1/4/2011 16:00",1,0,1,1,12.3,14.395,"49",16.9979,15,68,83,"facebook page"
"1/4/2011 17:00",1,0,1,1,11.48,13.635,"48",15.0013,10,202,212,"AD campaign"
"1/4/2011 18:00",1,0,1,1,10.66,12.88,"48",12.998,3,179,182,"direct"
"1/4/2011 19:00",1,0,1,1,9.84,12.88,"48",7.0015,2,110,112,"facebook page"
"1/4/2011 20:00",1,0,1,1,9.84,12.88,"48",7.0015,1,53,54,"www.google.com"
"1/4/2011 21:00",1,0,1,1,9.02,13.635,"64",0,0,48,48,"AD campaign"
"1/4/2011 22:00",1,0,1,1,9.02,12.88,"64",6.0032,1,34,35,"direct"
"1/4/2011 23:00",1,0,1,1,8.2,11.365,"69",6.0032,2,9,11,"Twitter"
"1/5/2011 0:00",1,0,1,1,8.2,12.88,"64",0,0,6,6,"direct"
"1/5/2011 1:00",1,0,1,1,6.56,9.85,"74",6.0032,0,6,6,"www.google.com"
"1/5/2011 2:00",1,0,1,1,6.56,9.85,"74",6.0032,0,2,2,"Twitter"
"1/5/2011 4:00",1,0,1,1,9.84,11.365,"48",15.0013,0,2,2,"Twitter"
"1/5/2011 5:00",1,0,1,1,9.02,11.365,"47",11.0014,0,3,3,"ad campaign"
"1/5/2011 6:00",1,0,1,1,8.2,9.85,"47",15.0013,0,33,33,"www.bing.com"
"1/5/2011 7:00",1,0,1,1,7.38,9.09,"43",12.998,1,87,88,"www.google.co.uk"
"1/5/2011 8:00",1,0,1,1,8.2,9.09,"40",19.9995,3,192,195,"Twitter    "
"1/5/2011 9:00",1,0,1,1,9.02,9.85,"37",22.0028,6,109,115,"www.yahoo.com"
"1/5/2011 10:00",1,0,1,1,9.02,9.85,"37",22.0028,4,53,57,"ad campaign"
"1/5/2011 11:00",1,0,1,1,10.66,11.365,"33",22.0028,12,34,46,"facebook page"
"1/5/2011 12:00",1,0,1,1,10.66,11.365,"33",22.0028,5,74,79,"www.yahoo.com"
"1/5/2011 13:00",1,0,1,1,11.48,12.88,"30",19.9995,6,65,71,"www.google.fi"
"1/5/2011 14:00",1,0,1,1,12.3,14.395,"28",12.998,10,52,62,"Twitter"
"1/5/2011 15:00",1,0,1,1,12.3,14.395,"28",12.998,7,55,62,"AD campaign"
"1/5/2011 16:00",1,0,1,1,12.3,15.91,"28",6.0032,4,85,89,"Twitter    "
"1/5/2011 17:00",1,0,1,1,9.84,11.365,"38",12.998,4,186,190,"www.google.fi"
"1/5/2011 18:00",1,0,1,1,9.84,12.12,"38",8.9981,3,166,169,"www.bing.com"
"1/5/2011 19:00",1,0,1,1,9.84,12.88,"38",7.0015,5,127,132,"Twitter"
"1/5/2011 20:00",1,0,1,1,9.02,11.365,"47",11.0014,7,82,89,"www.yahoo.com"
"1/5/2011 21:00",1,0,1,1,8.2,9.85,"51",12.998,3,40,43,"www.bing.com"
"1/5/2011 22:00",1,0,1,1,7.38,9.85,"55",8.9981,1,41,42,"Twitter    "
"1/5/2011 23:00",1,0,1,1,8.2,12.88,"47",0,1,18,19,NA
"1/6/2011 0:00",1,0,1,1,7.38,12.12,"55",0,0,11,11,NA
"1/6/2011 1:00",1,0,1,1,6.56,11.365,"64",0,0,4,4,"Twitter    "
"1/6/2011 2:00",1,0,1,1,6.56,11.365,"64",0,0,2,2,"AD campaign"
"1/6/2011 4:00",1,0,1,2,6.56,9.85,"64",6.0032,0,1,1,"www.google.fi"
"1/6/2011 5:00",1,0,1,2,5.74,9.09,"69",6.0032,0,4,4,"www.google.fi"
"1/6/2011 6:00",1,0,1,2,5.74,8.335,"63",7.0015,0,36,36,"ad campaign"
"1/6/2011 7:00",1,0,1,2,6.56,11.365,"59",0,0,95,95,"ad campaign"
"1/6/2011 8:00",1,0,1,1,6.56,11.365,"59",0,3,216,219,"ad campaign"
"1/6/2011 9:00",1,0,1,2,7.38,12.12,"51",0,6,116,122,"Twitter    "
"1/6/2011 10:00",1,0,1,1,8.2,12.88,"47",0,3,42,45,"facebook page"
"1/6/2011 11:00",1,0,1,1,9.02,12.88,"44",6.0032,2,57,59,"Twitter"
"1/6/2011 12:00",1,0,1,1,10.66,14.395,"35",0,6,78,84,"AD campaign"
"1/6/2011 13:00",1,0,1,1,10.66,13.635,"35",7.0015,12,55,67,"direct"
"1/6/2011 14:00",1,0,1,1,11.48,13.635,"36",11.0014,11,59,70,"direct"
"1/6/2011 15:00",1,0,1,1,11.48,13.635,"36",0,8,54,62,"ad campaign"
"1/6/2011 16:00",1,0,1,1,10.66,12.88,"38",11.0014,12,74,86,NA
"1/6/2011 17:00",1,0,1,1,9.02,11.365,"51",11.0014,9,163,172,"www.bing.com"
"1/6/2011 18:00",1,0,1,1,9.02,11.365,"51",8.9981,5,158,163,NA
"1/6/2011 19:00",1,0,1,1,9.02,12.88,"55",6.0032,3,109,112,"www.google.fi"
"1/6/2011 20:00",1,0,1,1,8.2,10.605,"51",11.0014,3,66,69,"ad campaign"
"1/6/2011 21:00",1,0,1,2,9.02,10.605,"55",15.0013,0,48,48,"Twitter    "
"1/6/2011 22:00",1,0,1,2,9.02,10.605,"51",19.0012,1,51,52,"www.yahoo.com"
"1/6/2011 23:00",1,0,1,2,8.2,9.85,"59",12.998,4,19,23,NA
"1/7/2011 0:00",1,0,1,2,8.2,9.85,"64",12.998,4,13,17,"www.yahoo.com"
"1/7/2011 1:00",1,0,1,2,8.2,9.85,"69",15.0013,2,5,7,NA
"1/7/2011 2:00",1,0,1,2,8.2,9.85,"69",15.0013,0,1,1,"facebook page"
"1/7/2011 4:00",1,0,1,2,8.2,10.605,"69",8.9981,0,1,1,"www.yahoo.com"
"1/7/2011 5:00",1,0,1,3,9.02,13.635,"55",0,0,5,5,"direct"
"1/7/2011 6:00",1,0,1,2,8.2,12.88,"69",0,8,26,34,"facebook page"
"1/7/2011 7:00",1,0,1,1,8.2,10.605,"69",8.9981,8,76,84,"ad campaign"
"1/7/2011 8:00",1,0,1,1,8.2,9.85,"51",16.9979,20,190,210,"www.google.co.uk"
"1/7/2011 9:00",1,0,1,1,8.2,9.09,"47",19.9995,9,125,134,"blog"
"1/7/2011 10:00",1,0,1,1,9.02,9.85,"37",22.0028,16,47,63,"www.google.com"
"1/7/2011 11:00",1,0,1,2,8.2,9.85,"40",15.0013,19,48,67,"direct"
"1/7/2011 12:00",1,0,1,2,8.2,9.85,"37",16.9979,9,50,59,"Ad Campaign"
"1/7/2011 13:00",1,0,1,2,8.2,9.09,"37",19.0012,9,64,73,"www.google.co.uk"
"1/7/2011 14:00",1,0,1,2,8.2,9.85,"40",16.9979,7,43,50,"blog"
"1/7/2011 15:00",1,0,1,2,8.2,10.605,"37",11.0014,9,63,72,"facebook page"
"1/7/2011 16:00",1,0,1,2,8.2,10.605,"37",11.0014,5,82,87,"ad campaign"
"1/7/2011 17:00",1,0,1,2,8.2,12.88,"37",0,9,178,187,"ad campaign"
"1/7/2011 18:00",1,0,1,1,8.2,11.365,"40",6.0032,7,116,123,"www.google.com"
"1/7/2011 19:00",1,0,1,1,6.56,9.85,"55",6.0032,3,92,95,"ad campaign"
"1/7/2011 20:00",1,0,1,1,7.38,10.605,"47",7.0015,1,50,51,"Twitter    "
"1/7/2011 21:00",1,0,1,1,7.38,9.85,"47",8.9981,0,39,39,"www.google.co.uk"
"1/7/2011 22:00",1,0,1,2,7.38,9.85,"43",11.0014,2,34,36,"www.google.co.uk"
"1/7/2011 23:00",1,0,1,2,7.38,9.85,"51",11.0014,1,14,15,"ad campaign"
"1/8/2011 0:00",1,0,0,2,7.38,9.85,"51",11.0014,1,24,25,"Twitter    "
"1/8/2011 1:00",1,0,0,2,7.38,10.605,"55",6.0032,1,15,16,"www.bing.com"
"1/8/2011 2:00",1,0,0,2,7.38,12.12,"55",0,3,13,16,"direct"
"1/8/2011 3:00",1,0,0,3,7.38,9.85,"55",11.0014,0,7,7,"www.google.com"
"1/8/2011 4:00",1,0,0,3,7.38,9.85,"55",11.0014,0,1,1,"ad campaign"
"1/8/2011 5:00",1,0,0,2,6.56,8.335,"74",11.0014,0,5,5,"direct"
"1/8/2011 6:00",1,0,0,2,6.56,8.335,"74",11.0014,0,2,2,"facebook page"
"1/8/2011 7:00",1,0,0,2,6.56,9.09,"74",7.0015,1,8,9,"Twitter"
"1/8/2011 8:00",1,0,0,3,6.56,9.09,"93",7.0015,0,15,15,"www.google.com"
"1/8/2011 9:00",1,0,0,3,6.56,9.09,"93",7.0015,0,20,20,"Twitter"
"1/8/2011 10:00",1,0,0,2,7.38,9.85,"80",11.0014,5,56,61,"direct"
"1/8/2011 11:00",1,0,0,2,8.2,9.09,"69",26.0027,2,60,62,"ad campaign"
"1/8/2011 12:00",1,0,0,2,8.2,9.09,"59",23.9994,8,90,98,"ad campaign"
"1/8/2011 13:00",1,0,0,1,8.2,9.09,"44",22.0028,7,95,102,"AD campaign"
"1/8/2011 14:00",1,0,0,1,8.2,8.335,"32",32.9975,12,83,95,"direct"
"1/8/2011 15:00",1,0,0,1,8.2,8.335,"32",30.0026,5,69,74,"direct"
"1/8/2011 16:00",1,0,0,1,7.38,6.82,"29",30.0026,8,68,76,"www.google.fi"
"1/8/2011 17:00",1,0,0,1,6.56,6.06,"37",36.9974,5,64,69,"facebook page"
"1/8/2011 18:00",1,0,0,1,5.74,6.06,"39",19.9995,3,52,55,"blog"
"1/8/2011 19:00",1,0,0,1,5.74,6.06,"36",16.9979,4,26,30,"www.bing.com"
"1/8/2011 20:00",1,0,0,1,4.92,6.06,"36",16.9979,0,28,28,"Ad Campaign"
"1/8/2011 21:00",1,0,0,1,4.92,5.305,"39",23.9994,2,35,37,"www.yahoo.com"
"1/8/2011 22:00",1,0,0,1,4.92,5.305,"36",26.0027,1,33,34,"ad campaign"
"1/8/2011 23:00",1,0,0,1,4.1,3.03,"39",30.0026,0,22,22,"blog"
"1/9/2011 0:00",1,0,0,1,4.1,3.79,"42",26.0027,1,24,25,"Twitter"
"1/9/2011 1:00",1,0,0,1,4.1,3.03,"42",31.0009,0,12,12,"blog"
"1/9/2011 2:00",1,0,0,1,4.1,3.03,"46",31.0009,0,11,11,"Twitter    "
"1/9/2011 3:00",1,0,0,1,4.1,3.79,"46",27.9993,0,4,4,"www.yahoo.com"
"1/9/2011 4:00",1,0,0,1,3.28,4.545,"53",12.998,0,1,1,"ad campaign"
"1/9/2011 5:00",1,0,0,1,3.28,4.545,"53",12.998,0,1,1,"facebook page"
"1/9/2011 6:00",1,0,0,1,4.1,4.545,"49",19.0012,0,1,1,"www.yahoo.com"
"1/9/2011 7:00",1,0,0,1,3.28,4.545,"53",12.998,1,5,6,"Twitter"
"1/9/2011 8:00",1,0,0,1,4.1,4.545,"49",19.0012,0,10,10,"facebook page"
"1/9/2011 9:00",1,0,0,1,4.92,3.79,"46",35.0008,0,19,19,"Twitter    "
"1/9/2011 10:00",1,0,0,1,5.74,5.305,"43",26.0027,0,49,49,"ad campaign"
"1/9/2011 11:00",1,0,0,1,6.56,6.06,"40",35.0008,2,47,49,"Ad Campaign"
"1/9/2011 12:00",1,0,0,1,7.38,6.82,"37",30.0026,4,79,83,"Ad Campaign"
"1/9/2011 13:00",1,0,0,1,8.2,8.335,"34",30.0026,6,69,75,"facebook page"
"1/9/2011 14:00",1,0,0,1,9.02,9.09,"32",31.0009,8,64,72,"direct"
"1/9/2011 15:00",1,0,0,1,9.02,9.85,"35",23.9994,5,77,82,"direct"
"1/9/2011 16:00",1,0,0,1,8.2,8.335,"34",30.0026,13,79,92,"Twitter    "
"1/9/2011 17:00",1,0,0,1,7.38,7.575,"37",26.0027,3,59,62,"Twitter"
"1/9/2011 18:00",1,0,0,1,6.56,6.82,"40",22.0028,4,44,48,"ad campaign"
"1/9/2011 19:00",1,0,0,1,6.56,6.82,"43",22.0028,1,40,41,"facebook page"
"1/9/2011 20:00",1,0,0,1,5.74,6.06,"46",16.9979,0,38,38,"ad campaign"
"1/9/2011 21:00",1,0,0,1,5.74,5.305,"46",27.9993,1,19,20,"direct"
"1/9/2011 22:00",1,0,0,1,5.74,6.06,"46",19.9995,5,10,15,"www.google.co.uk"
"1/9/2011 23:00",1,0,0,1,4.92,6.82,"50",12.998,0,6,6,"ad campaign"
"1/10/2011 0:00",1,0,1,1,4.92,6.06,"50",19.0012,2,3,5,"www.yahoo.com"
"1/10/2011 1:00",1,0,1,1,4.92,6.06,"50",19.0012,1,0,1,"Ad Campaign"
"1/10/2011 2:00",1,0,1,1,4.92,6.06,"50",15.0013,0,3,3,"ad campaign"
"1/10/2011 3:00",1,0,1,1,4.92,6.06,"50",15.0013,0,1,1,"ad campaign"
"1/10/2011 4:00",1,0,1,1,4.1,6.06,"54",8.9981,1,2,3,"Twitter"
"1/10/2011 5:00",1,0,1,1,4.1,5.305,"54",16.9979,0,3,3,"www.yahoo.com"
"1/10/2011 6:00",1,0,1,1,4.92,6.06,"50",19.0012,0,31,31,"www.yahoo.com"
"1/10/2011 7:00",1,0,1,1,4.92,6.06,"50",15.0013,2,75,77,"www.bing.com"
"1/10/2011 8:00",1,0,1,2,4.92,6.06,"50",19.0012,4,184,188,"ad campaign"
"1/10/2011 9:00",1,0,1,2,5.74,6.06,"50",16.9979,2,92,94,"www.google.co.uk"
"1/10/2011 10:00",1,0,1,2,5.74,6.06,"50",19.9995,0,31,31,"ad campaign"
"1/10/2011 11:00",1,0,1,2,6.56,6.82,"47",19.0012,2,28,30,"www.yahoo.com"
"1/10/2011 12:00",1,0,1,2,8.2,9.09,"40",19.0012,5,47,52,"www.google.co.uk"
"1/10/2011 13:00",1,0,1,2,8.2,9.09,"40",19.0012,4,50,54,"facebook page"
"1/10/2011 14:00",1,0,1,2,8.2,9.85,"40",15.0013,0,47,47,"www.bing.com"
"1/10/2011 15:00",1,0,1,2,8.2,9.85,"40",15.0013,2,43,45,"ad campaign"
"1/10/2011 16:00",1,0,1,1,8.2,10.605,"40",8.9981,4,70,74,"ad campaign"
"1/10/2011 17:00",1,0,1,1,8.2,11.365,"40",7.0015,4,174,178,"direct"
"1/10/2011 18:00",1,0,1,1,8.2,9.85,"40",15.0013,1,154,155,"ad campaign"
"1/10/2011 19:00",1,0,1,1,6.56,8.335,"47",11.0014,3,92,95,"Twitter"
"1/10/2011 20:00",1,0,1,1,6.56,8.335,"50",11.0014,1,73,74,"www.yahoo.com"
"1/10/2011 21:00",1,0,1,1,5.74,6.82,"59",12.998,1,37,38,"AD campaign"
"1/10/2011 22:00",1,0,1,1,5.74,7.575,"59",11.0014,2,22,24,"ad campaign"
"1/10/2011 23:00",1,0,1,1,5.74,7.575,"59",11.0014,0,18,18,"Twitter"
"1/11/2011 0:00",1,0,1,1,5.74,8.335,"59",7.0015,2,10,12,"www.google.com"
"1/11/2011 1:00",1,0,1,1,5.74,7.575,"59",11.0014,0,3,3,"Ad Campaign"
"1/11/2011 2:00",1,0,1,2,6.56,7.575,"55",12.998,0,3,3,"blog"
"1/11/2011 5:00",1,0,1,2,6.56,9.09,"55",8.9981,0,6,6,"ad campaign"
"1/11/2011 6:00",1,0,1,2,6.56,9.09,"55",8.9981,0,27,27,"AD campaign"
"1/11/2011 7:00",1,0,1,2,6.56,11.365,"55",0,2,97,99,"ad campaign"
"1/11/2011 8:00",1,0,1,2,7.38,10.605,"51",6.0032,3,214,217,"direct"
"1/11/2011 9:00",1,0,1,2,7.38,9.85,"51",11.0014,3,127,130,"facebook page"
"1/11/2011 10:00",1,0,1,2,8.2,10.605,"51",11.0014,3,51,54,"www.bing.com"
"1/11/2011 11:00",1,0,1,2,8.2,10.605,"47",8.9981,4,31,35,"www.yahoo.com"
"1/11/2011 12:00",1,0,1,2,8.2,11.365,"51",7.0015,2,55,57,"www.google.co.uk"
"1/11/2011 13:00",1,0,1,2,8.2,11.365,"59",6.0032,6,46,52,"Twitter"
"1/11/2011 14:00",1,0,1,2,8.2,11.365,"59",6.0032,3,60,63,"www.google.com"
"1/11/2011 15:00",1,0,1,2,6.56,9.85,"80",6.0032,2,45,47,"www.google.co.uk"
"1/11/2011 16:00",1,0,1,2,6.56,7.575,"86",15.0013,4,72,76,"AD campaign"
"1/11/2011 17:00",1,0,1,2,6.56,7.575,"86",15.0013,6,130,136,"Ad Campaign"
"1/11/2011 18:00",1,0,1,3,6.56,9.09,"93",7.0015,1,94,95,"www.bing.com"
"1/11/2011 19:00",1,0,1,3,6.56,11.365,"93",0,0,51,51,"ad campaign"
"1/11/2011 20:00",1,0,1,3,6.56,7.575,"93",12.998,0,32,32,"facebook page"
"1/11/2011 21:00",1,0,1,3,6.56,9.85,"86",6.0032,0,20,20,"www.google.co.uk"
"1/11/2011 22:00",1,0,1,3,6.56,9.09,"93",7.0015,1,28,29,"www.google.co.uk"
"1/11/2011 23:00",1,0,1,3,6.56,9.85,"93",6.0032,1,18,19,"ad campaign"
"1/12/2011 0:00",1,0,1,2,6.56,9.85,"86",6.0032,0,7,7,"www.bing.com"
"1/12/2011 1:00",1,0,1,2,6.56,9.09,"86",7.0015,0,6,6,"www.google.co.uk"
"1/12/2011 2:00",1,0,1,1,5.74,7.575,"86",8.9981,0,1,1,"ad campaign"
"1/12/2011 5:00",1,0,1,1,5.74,7.575,"86",11.0014,0,5,5,"www.google.co.uk"
"1/12/2011 6:00",1,0,1,1,4.92,7.575,"93",8.9981,0,16,16,"www.yahoo.com"
"1/12/2011 7:00",1,0,1,1,5.74,7.575,"69",8.9981,0,54,54,"direct"
"1/12/2011 8:00",1,0,1,1,6.56,8.335,"59",11.0014,3,125,128,"www.google.co.uk"
"1/12/2011 9:00",1,0,1,1,6.56,6.82,"59",22.0028,3,78,81,"Ad Campaign"
"1/12/2011 10:00",1,0,1,1,7.38,9.09,"55",15.0013,0,39,39,"ad campaign"
"1/12/2011 11:00",1,0,1,1,8.2,9.09,"51",26.0027,3,32,35,"www.bing.com"
"1/12/2011 12:00",1,0,1,1,8.2,7.575,"47",39.0007,3,52,55,"Ad Campaign"
"1/12/2011 13:00",1,0,1,1,9.02,9.85,"44",23.9994,0,49,49,"www.yahoo.com"
"1/12/2011 14:00",1,0,1,1,8.2,9.09,"47",22.0028,0,44,44,NA
"1/12/2011 15:00",1,0,1,1,8.2,8.335,"47",27.9993,1,48,49,"ad campaign"
"1/12/2011 16:00",1,0,1,1,9.02,9.85,"44",22.0028,5,63,68,"ad campaign"
"1/12/2011 17:00",1,0,1,1,8.2,9.09,"47",23.9994,0,139,139,"ad campaign"
"1/12/2011 18:00",1,0,1,1,8.2,7.575,"47",35.0008,2,135,137,"www.google.co.uk"
"1/12/2011 19:00",1,0,1,1,7.38,7.575,"47",27.9993,1,82,83,"ad campaign"
"1/12/2011 20:00",1,0,1,1,6.56,6.82,"50",22.0028,2,54,56,"ad campaign"
"1/12/2011 21:00",1,0,1,1,6.56,6.82,"55",22.0028,0,57,57,"www.bing.com"
"1/12/2011 22:00",1,0,1,1,6.56,6.06,"55",30.0026,1,32,33,"ad campaign"
"1/12/2011 23:00",1,0,1,1,5.74,5.305,"59",27.9993,1,19,20,"www.yahoo.com"
"1/13/2011 0:00",1,0,1,1,5.74,6.06,"59",19.0012,1,6,7,"www.yahoo.com"
"1/13/2011 1:00",1,0,1,1,5.74,6.06,"50",19.0012,0,2,2,"facebook page"
"1/13/2011 2:00",1,0,1,1,5.74,6.06,"50",23.9994,0,2,2,"Twitter    "
